,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
65630,KEN,Africa,Kenya,2021-01-22,99769.0,139.0,130.0,1740.0,1.0,2.0,1814.454,2.528,2.364,31.645,0.018,0.036,0.89,,,,,,,,,,,,,5020.0,0.091,0.026,38.6,samples tested,,,,,,,,,,,,,,53.7,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
105808,VCT,North America,Saint Vincent and the Grenadines,2021-01-22,690.0,0.0,34.286,2.0,0.0,0.143,6201.188,0.0,308.134,17.974,0.0,1.284,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
47751,GHA,Africa,Ghana,2021-01-23,60115.0,635.0,447.714,361.0,0.0,2.857,1894.452,20.011,14.109,11.376,0.0,0.09,1.26,,,,,,,,,4391.0,749486.0,23.619,0.138,4601.0,0.145,0.097,10.3,samples tested,,,,,,,,,,,,,,35.19,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
77714,MDV,Asia,Maldives,2021-01-23,14885.0,55.0,65.571,50.0,0.0,0.143,27381.259,101.174,120.62,91.976,0.0,0.263,1.35,,,,,,,,,2748.0,376810.0,693.15,5.055,3014.0,5.544,0.022,46.0,samples tested,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
78982,MLT,Europe,Malta,2021-01-23,16542.0,119.0,156.429,250.0,2.0,1.714,32051.928,230.575,303.097,484.402,3.875,3.322,0.94,17.0,32.939,61.0,118.194,,,,,2571.0,586434.0,1136.28,4.982,3194.0,6.189,0.049,20.4,tests performed,,,,,,1195.0,,,,,2315.0,1095.0,0.212,52.78,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
83614,MNG,Asia,Mongolia,2021-01-23,1627.0,16.0,15.714,2.0,0.0,0.0,488.694,4.806,4.72,0.601,0.0,0.0,1.15,,,,,,,,,,937735.0,281.663,,14140.0,4.247,0.001,899.8,samples tested,,,,,,,,,,,,,,73.61,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
85822,MOZ,Africa,Mozambique,2021-01-23,31628.0,780.0,823.714,297.0,7.0,9.0,983.365,24.251,25.611,9.234,0.218,0.28,1.22,,,,,,,,,2791.0,321960.0,10.01,0.087,2887.0,0.09,0.285,3.5,units unclear,,,,,,,,,,,,,,59.26,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
124391,TLS,Asia,Timor,2021-01-23,64.0,11.0,1.714,,,0.0,47.623,8.185,1.276,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
23318,CYM,North America,Cayman Islands,2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,4135.0,195.0,0.293,,66498.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,,,,
44209,FRA,Europe,France,2021-01-25,3116477.0,4301.0,20520.714,73635.0,446.0,401.429,46126.124,63.658,303.721,1089.851,6.601,5.941,1.07,3031.0,44.861,26888.0,397.962,,,,,431063.0,,,6.38,293441.0,4.343,0.068,14.7,people tested,1213660.0,1211526.0,2134.0,,79139.0,96279.0,1.8,1.79,0.0,,1425.0,96015.0,0.142,63.89,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
61442,ISR,Asia,Israel,2021-01-25,601069.0,3666.0,6117.143,4498.0,79.0,64.857,64693.682,394.575,658.394,484.124,8.503,6.981,0.95,391.0,42.084,2140.0,230.33,,,,,91655.0,10727933.0,1154.659,9.865,76457.0,8.229,0.08,12.5,tests performed,4031744.0,2727992.0,1303752.0,,220237.0,185324.0,43.39,29.36,14.03,,19947.0,63849.0,0.687,85.19,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
123061,TZA,Africa,Tanzania,2021-01-25,509.0,0.0,0.0,21.0,0.0,0.0,8.277,0.0,0.0,0.341,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
53195,HTI,North America,Haiti,2021-01-26,11286.0,187.0,62.0,243.0,0.0,0.429,977.847,16.202,5.372,21.054,0.0,0.037,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
41132,OWID_EUR,,Europe,2021-01-26,29626985.0,181824.0,201432.143,678011.0,6537.0,5460.571,39557.342,242.768,268.948,905.266,8.728,7.291,,,,,,,,,,,,,,,,,,,19716009.0,18216316.0,1654271.0,14.0,1047273.0,948779.0,2.63,2.43,0.22,0.0,1267.0,810293.0,0.108,,748962983.0,,,,,,,,,,,,,,,,,,
127820,TCA,North America,Turks and Caicos Islands,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,7954.0,222.0,0.566,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,
125039,TGO,Africa,Togo,2021-01-26,4682.0,0.0,42.714,76.0,0.0,0.286,552.237,0.0,5.038,8.964,0.0,0.034,1.17,,,,,,,,,1227.0,203334.0,23.983,0.145,924.0,0.109,0.046,21.6,tests performed,,,,,,,,,,,,,,37.5,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
1656,ALB,Europe,Albania,2021-01-27,74567.0,876.0,761.286,1339.0,7.0,6.857,25954.999,304.915,264.985,466.074,2.437,2.387,1.2,,,,,,,,,3512.0,328449.0,114.325,1.222,3209.0,1.117,0.237,4.2,tests performed,,,,,,4.0,,,,,1.0,4.0,0.0,60.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
44211,FRA,Europe,France,2021-01-27,3165570.0,26951.0,20279.571,74599.0,350.0,401.143,46852.736,398.894,300.152,1104.119,5.18,5.937,1.06,3097.0,45.838,27131.0,401.559,,,,,339921.0,,,5.031,299464.0,4.432,0.067,14.9,people tested,1429478.0,1418661.0,10817.0,,112598.0,88843.0,2.12,2.1,0.02,,1315.0,87378.0,0.129,63.89,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
138409,ZWE,Africa,Zimbabwe,2021-01-27,32304.0,300.0,413.714,1122.0,19.0,34.714,2140.448,19.878,27.413,74.343,1.259,2.3,0.66,,,,,,,,,3666.0,306097.0,20.282,0.243,3006.0,0.199,0.138,7.3,tests performed,,,,,,,,,,,,,,84.26,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
5238,ARG,South America,Argentina,2021-01-28,1905524.0,9471.0,8921.0,47601.0,166.0,178.0,41782.472,207.671,195.611,1043.748,3.64,3.903,0.91,,,,,,,,,48661.0,6348551.0,139.205,1.067,43523.0,0.954,0.17,5.9,tests performed,327999.0,276548.0,51451.0,,9966.0,8896.0,0.72,0.61,0.11,,195.0,3882.0,0.009,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
5887,ARM,Asia,Armenia,2021-01-29,166728.0,59.0,145.286,3069.0,2.0,5.571,56172.78,19.878,48.949,1033.985,0.674,1.877,0.72,,,,,,,,,,644796.0,217.24,,1727.0,0.582,0.084,11.9,tests performed,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
13961,BEN,Africa,Benin,2021-01-29,3786.0,0.0,20.429,48.0,0.0,0.0,304.071,0.0,1.641,3.855,0.0,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,12451031.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,,,,
91434,NGA,Africa,Nigeria,2021-01-30,130557.0,1883.0,1422.143,1578.0,1.0,10.857,617.581,8.907,6.727,7.464,0.005,0.051,0.96,,,,,,,,,,,,,7981.0,0.038,0.178,5.6,samples tested,,,,,,,,,,,,,,58.33,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
90155,NIC,North America,Nicaragua,2021-01-30,6253.0,0.0,7.0,169.0,0.0,0.143,932.952,0.0,1.044,25.215,0.0,0.021,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
95776,PAK,Asia,Pakistan,2021-01-30,544813.0,1599.0,1771.571,11657.0,34.0,51.714,2419.241,7.1,7.867,51.763,0.151,0.23,0.88,,,,,,,,,41425.0,7889741.0,35.034,0.184,41052.0,0.182,0.043,23.2,tests performed,,,,,,,,,,,,,,57.87,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
61448,ISR,Asia,Israel,2021-01-31,643435.0,4646.0,6576.0,4796.0,58.0,53.857,69253.579,500.054,707.782,516.198,6.243,5.797,0.97,393.0,42.299,2102.0,226.24,1009.0,108.6,1614.0,173.716,55061.0,11132475.0,1198.2,5.926,70885.0,7.629,0.093,10.8,tests performed,4960553.0,3108145.0,1852408.0,,132713.0,164149.0,53.39,33.45,19.94,,17668.0,65854.0,0.709,87.04,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,3593.1,7.05,20.73,386.729092670326
62126,ITA,Europe,Italy,2021-01-31,2553032.0,11249.0,12317.0,88516.0,237.0,436.429,42291.518,186.342,204.034,1466.286,3.926,7.23,0.94,2215.0,36.692,22311.0,369.586,917.0,15.191,6858.0,113.612,213364.0,32666726.0,541.131,3.534,247527.0,4.1,0.05,20.1,tests performed,2041689.0,1395857.0,645848.0,,59934.0,80772.0,3.38,2.31,1.07,,1338.0,4602.0,0.008,74.07,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,107344.9,14.99,9.03,1778.19110560388
69045,LVA,Europe,Latvia,2021-01-31,66241.0,533.0,747.571,1195.0,15.0,12.0,35481.169,285.495,400.427,640.087,8.035,6.428,0.98,,,948.0,507.784,160.0,85.444,693.0,371.132,5361.0,1173821.0,628.743,2.872,9494.0,5.085,0.079,12.7,tests performed,24218.0,17437.0,6783.0,,350.0,689.0,1.3,0.93,0.36,,369.0,40.0,0.002,57.41,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,1496.6,4.82,28.04,801.635194388232
106203,WSM,Oceania,Samoa,2021-01-31,2.0,0.0,0.0,,,0.0,9.993,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
22349,CAN,North America,Canada,2021-02-01,788323.0,4588.0,4311.571,20145.0,104.0,128.571,20708.333,120.521,113.26,529.186,2.732,3.377,0.82,819.0,21.514,3610.0,94.831,,,,,102060.0,21695238.0,569.909,2.681,110124.0,2.893,0.039,25.5,tests performed,989093.0,871090.0,118003.0,,18449.0,19808.0,2.6,2.29,0.31,,520.0,12278.0,0.032,75.46,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
44216,FRA,Europe,France,2021-02-01,3260382.0,4388.0,20557.857,76656.0,456.0,431.571,48256.022,64.946,304.271,1134.564,6.749,6.388,1.04,3218.0,47.629,27874.0,412.555,,,,,441380.0,,,6.533,314363.0,4.653,0.064,15.6,people tested,1790751.0,1721379.0,69372.0,,73638.0,82442.0,2.65,2.55,0.1,,1220.0,72836.0,0.108,63.89,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
76397,MWI,Africa,Malawi,2021-02-01,24365.0,402.0,625.429,712.0,10.0,27.714,1240.095,20.46,31.832,36.238,0.509,1.411,0.97,,,,,,,,,,144185.0,7.339,,2239.0,0.114,0.279,3.6,samples tested,,,,,,,,,,,,,,51.85,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
41824,OWID_EUN,,European Union,2021-02-01,19946679.0,126217.0,127555.286,474525.0,3405.0,3371.571,44604.492,282.245,285.237,1061.126,7.614,7.539,,,,,,,,,,,,,,,,,,,13817158.0,11166813.0,2885485.0,10.0,590380.0,581309.0,3.09,2.5,0.65,0.0,1300.0,303553.0,0.068,,447189915.0,,,,,,,,,,,,,,,,,,
22979,CPV,Africa,Cape Verde,2021-02-02,14152.0,54.0,76.143,134.0,0.0,0.714,25185.931,96.102,135.509,238.476,0.0,1.271,0.93,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,59.26,561901.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,,,,
6833,OWID_ASI,,Asia,2021-02-02,23249429.0,69298.0,73807.571,375429.0,1119.0,1150.571,4969.478,14.812,15.776,80.247,0.239,0.246,,,,,,,,,,,,,,,,,,,40889823.0,9483337.0,2238985.0,,629804.0,2089773.0,0.87,0.2,0.05,,447.0,469181.0,0.01,,4678444992.0,,,,,,,,,,,,,,,,,,
99830,PHL,Asia,Philippines,2021-02-02,528853.0,1581.0,1812.429,10874.0,67.0,69.714,4762.429,14.237,16.321,97.923,0.603,0.628,1.0,,,,,,,,,35078.0,7482097.0,67.378,0.316,35562.0,0.32,0.051,19.6,people tested,,,,,,,,,,,,,,60.65,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
129928,ARE,Asia,United Arab Emirates,2021-02-03,313626.0,3977.0,3505.714,878.0,12.0,9.571,31390.591,398.055,350.884,87.878,1.201,0.958,0.99,,,,,,,,,173952.0,26247879.0,2627.131,17.411,171583.0,17.174,0.02,48.9,tests performed,3691591.0,,,,127074.0,132449.0,36.95,,,,13257.0,60087.0,0.601,57.87,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
7517,AUS,Oceania,Australia,2021-02-03,28838.0,9.0,6.286,909.0,0.0,0.0,1118.263,0.349,0.244,35.249,0.0,0.0,0.83,,,,,,,,,59220.0,13077667.0,507.118,2.296,37617.0,1.459,0.0,5984.3,tests performed,,,,,,,,,,,,,,78.24,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
80035,MRT,Africa,Mauritania,2021-02-03,16720.0,31.0,30.571,424.0,1.0,0.714,3501.49,6.492,6.402,88.794,0.209,0.15,0.7,,,,,,,,,,,,,1048.0,0.219,,,tests performed,,,,,,,,,,,,,,50.93,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
12708,BEL,Europe,Belgium,2021-02-04,718847.0,2452.0,2344.286,21260.0,44.0,39.714,61797.314,210.792,201.532,1827.664,3.783,3.414,1.01,306.0,26.306,1751.0,150.529,,,,,54344.0,8527844.0,733.115,4.672,50813.0,4.368,0.054,18.5,tests performed,442617.0,351979.0,91279.0,,34578.0,17977.0,3.81,3.03,0.78,,1545.0,7078.0,0.061,62.96,11632334.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,,,,
94474,OWID_OCE,,Oceania,2021-02-04,32105.0,6.0,10.0,945.0,0.0,0.0,742.828,0.139,0.231,21.865,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,6.0,202.0,0.0,,43219954.0,,,,,,,,,,,,,,,,,,
21027,KHM,Asia,Cambodia,2021-02-05,472.0,2.0,1.286,,,0.0,27.852,0.118,0.076,,,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,
77727,MDV,Asia,Maldives,2021-02-05,16547.0,137.0,133.286,54.0,0.0,0.429,30438.542,252.014,245.182,99.334,0.0,0.788,1.19,,,,,,,,,2982.0,421814.0,775.935,5.485,3400.0,6.254,0.039,25.5,samples tested,4269.0,4269.0,,,1065.0,1130.0,0.79,0.79,,,2079.0,1130.0,0.208,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
84259,MNE,Europe,Montenegro,2021-02-05,64168.0,535.0,477.286,831.0,5.0,4.429,102170.047,851.842,759.947,1323.141,7.961,7.051,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
93791,NOR,Europe,Norway,2021-02-05,64483.0,271.0,272.571,582.0,0.0,2.571,11797.91,49.583,49.87,106.484,0.0,0.47,0.9,,,95.0,17.381,,,,,16074.0,3418119.0,625.384,2.941,15223.0,2.785,0.018,55.8,people tested,228568.0,180489.0,48079.0,,15894.0,13764.0,4.18,3.3,0.88,,2518.0,9931.0,0.182,73.15,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
42856,FJI,Oceania,Fiji,2021-02-06,56.0,0.0,0.143,2.0,0.0,0.0,62.022,0.0,0.158,2.215,0.0,0.0,,,,,,,,,,33.0,27115.0,30.031,0.037,142.0,0.157,0.001,993.0,tests performed,,,,,,,,,,,,,,49.07,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
99834,PHL,Asia,Philippines,2021-02-06,535521.0,1934.0,1715.0,11110.0,52.0,63.0,4822.475,17.416,15.444,100.048,0.468,0.567,0.98,,,,,,,,,35335.0,7628900.0,68.7,0.318,33750.0,0.304,0.051,19.7,people tested,,,,,,,,,,,,,,60.65,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
11387,BRB,North America,Barbados,2021-02-07,1709.0,33.0,23.429,18.0,0.0,0.571,5940.05,114.7,81.432,62.563,0.0,1.986,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
14913,BTN,Asia,Bhutan,2021-02-07,861.0,0.0,0.286,1.0,0.0,0.0,1103.988,0.0,0.366,1.282,0.0,0.0,0.53,,,,,,,,,1239.0,487162.0,624.647,1.589,1805.0,2.314,0.0,6311.2,samples tested,,,,,,,,,,,,,,43.06,779900.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,,,,
55218,HKG,Asia,Hong Kong,2021-02-07,10635.0,27.0,26.143,186.0,0.0,0.714,1408.087,3.575,3.461,24.627,0.0,0.095,,,,,,,,,,,,,,72732.0,9.63,,,tests performed,,,,,,,,,,,,,,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
56517,ISL,Europe,Iceland,2021-02-08,6020.0,-1.0,1.571,29.0,0.0,0.0,17532.619,-2.912,4.577,84.459,0.0,0.0,0.81,,,13.0,37.861,,,,,1070.0,269081.0,783.67,3.116,631.0,1.838,,,tests performed,17657.0,12801.0,4856.0,,,159.0,5.14,3.73,1.41,,463.0,157.0,0.046,40.74,343360.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,
68397,LAO,Asia,Laos,2021-02-08,45.0,0.0,0.143,,,0.0,6.098,0.0,0.019,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
79405,MHL,Oceania,Marshall Islands,2021-02-08,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
111359,SGP,Asia,Singapore,2021-02-08,59721.0,22.0,22.286,29.0,0.0,0.0,10950.748,4.034,4.086,5.318,0.0,0.0,0.76,,,,,,,,,,6799834.0,1246.852,,34670.0,6.357,0.001,1555.7,samples tested,,,,,,9889.0,,,,,1813.0,9464.0,0.174,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
112889,SVN,Europe,Slovenia,2021-02-08,174000.0,298.0,1023.429,3635.0,12.0,16.143,83705.236,143.357,492.335,1748.67,5.773,7.766,0.84,160.0,76.97,946.0,455.087,,,,,1493.0,835709.0,402.03,0.718,3745.0,1.802,0.176,5.7,tests performed,103170.0,57107.0,46063.0,,400.0,2878.0,4.96,2.75,2.22,,1385.0,229.0,0.011,75.93,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
23334,CYM,North America,Cayman Islands,2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13609.0,8839.0,4770.0,,,450.0,20.47,13.29,7.17,,6767.0,203.0,0.305,,66498.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,,,,
30540,CUB,North America,Cuba,2021-02-10,34922.0,858.0,770.429,249.0,5.0,4.143,3085.664,75.812,68.074,22.001,0.442,0.366,1.04,,,,,,,,,18614.0,2088032.0,184.496,1.645,18562.0,1.64,0.042,24.1,tests performed,,,,,,,,,,,,,,79.63,11317498.0,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,,,,
117935,LKA,Asia,Sri Lanka,2021-02-10,72174.0,963.0,823.571,375.0,5.0,6.143,3357.351,44.796,38.31,17.444,0.233,0.286,1.01,,,,,,,,,19687.0,1867600.0,86.876,0.916,15035.0,0.699,0.055,18.3,tests performed,176725.0,176725.0,,,2532.0,5259.0,0.82,0.82,,,245.0,5259.0,0.024,79.17,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
75158,MAC,Asia,Macao,2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,,,,,585.0,,,23.15,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
101876,QAT,Asia,Qatar,2021-02-10,155453.0,451.0,423.143,253.0,0.0,0.571,53046.145,153.897,144.392,86.333,0.0,0.195,1.17,,,,,,,,,5297.0,1443605.0,492.61,1.808,5309.0,1.812,,,people tested,,,,,,4286.0,,,,,1463.0,,,65.74,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
14917,BTN,Asia,Bhutan,2021-02-11,861.0,0.0,0.286,1.0,0.0,0.0,1103.988,0.0,0.366,1.282,0.0,0.0,0.58,,,,,,,,,2416.0,494753.0,634.38,3.098,1881.0,2.412,0.0,6576.9,samples tested,,,,,,,,,,,,,,43.06,779900.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,,,,
107475,STP,Africa,Sao Tome and Principe,2021-02-11,1431.0,1.0,19.0,19.0,1.0,0.286,6406.583,4.477,85.063,85.063,4.477,1.279,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
74856,LUX,Europe,Luxembourg,2021-02-12,52539.0,147.0,146.714,606.0,2.0,2.286,82762.825,231.564,231.114,954.61,3.151,3.601,1.1,10.0,15.753,68.0,107.118,,,,,14447.0,1988422.0,3132.291,22.758,9732.0,15.33,0.015,66.3,tests performed,22566.0,16923.0,5643.0,,1170.0,733.0,3.55,2.67,0.89,,1155.0,443.0,0.07,55.56,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
14919,BTN,Asia,Bhutan,2021-02-13,863.0,0.0,0.286,1.0,0.0,0.0,1106.552,0.0,0.366,1.282,0.0,0.0,0.6,,,,,,,,,905.0,497763.0,638.24,1.16,1691.0,2.168,0.0,5912.6,samples tested,,,,,,,,,,,,,,43.06,779900.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,,,,
57201,IND,Asia,India,2021-02-13,10904940.0,12194.0,11225.286,155642.0,92.0,92.286,7826.087,8.751,8.056,111.699,0.066,0.066,1.0,,,,,,,,,743614.0,205533398.0,147.504,0.534,694401.0,0.498,0.016,61.9,samples tested,8052454.0,8044786.0,7668.0,,84807.0,325305.0,0.58,0.58,0.0,,233.0,324209.0,0.023,61.57,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
